user,restaurant,rating,review
user_194,Restaurant_D,1,I didn't like the food here. It was too bland for my taste.
user_63,Restaurant_G,4,"The food was spicy, but the average ambiance made up for it."
user_43,Restaurant_A,3,Highly recommend this place! The food was bland and the service was poor.
user_60,Restaurant_C,3,I didn't like the food here. It was too spicy for my taste.
user_196,Restaurant_E,2,Terrible experience. The food was bland and poor.
user_177,Restaurant_C,3,"The atmosphere was nice, but the food was mild and great."
user_170,Restaurant_H,3,The food here is salty and poor. Loved it!
user_30,Restaurant_D,1,One of the best places I've been to! The food was salty and average.
user_146,Restaurant_C,5,Terrible experience. The food was bland and poor.
user_121,Restaurant_F,4,Highly recommend this place! The food was salty and the service was average.
user_142,Restaurant_C,2,This place was amazing! The food was mild and great.
user_195,Restaurant_I,1,One of the best places I've been to! The food was salty and terrible.
user_64,Restaurant_E,5,One of the best places I've been to! The food was bitter and poor.
user_199,Restaurant_B,4,I didn't like the food here. It was too bland for my taste.
user_29,Restaurant_G,5,"The food was spicy, but the great ambiance made up for it."
user_85,Restaurant_A,4,"The food was spicy, but the terrible ambiance made up for it."
user_165,Restaurant_I,3,This place was amazing! The food was bitter and terrible.
user_55,Restaurant_B,3,"The atmosphere was nice, but the food was mild and great."
user_164,Restaurant_C,1,"The food was spicy, but the excellent ambiance made up for it."
user_149,Restaurant_F,4,"The food was salty, but the terrible ambiance made up for it."
user_37,Restaurant_E,4,The food here is bitter and terrible. Loved it!
user_161,Restaurant_E,5,The food here is spicy and terrible. Loved it!
user_64,Restaurant_D,4,The food here is salty and great. Loved it!
user_62,Restaurant_C,2,I didn't like the food here. It was too salty for my taste.
user_113,Restaurant_I,5,Highly recommend this place! The food was salty and the service was poor.
user_168,Restaurant_J,4,"The atmosphere was nice, but the food was salty and poor."
user_24,Restaurant_H,2,Not coming back here. The food was bland and the place was great.
user_183,Restaurant_G,1,Not coming back here. The food was mild and the place was excellent.
user_107,Restaurant_C,4,This place was amazing! The food was salty and excellent.
user_139,Restaurant_J,4,Not coming back here. The food was spicy and the place was poor.
user_122,Restaurant_I,2,"The atmosphere was nice, but the food was bland and average."
user_104,Restaurant_D,3,Terrible experience. The food was salty and poor.
user_86,Restaurant_G,3,"The atmosphere was nice, but the food was spicy and great."
user_89,Restaurant_C,5,Not coming back here. The food was spicy and the place was great.
user_111,Restaurant_C,1,Highly recommend this place! The food was salty and the service was poor.
user_141,Restaurant_H,5,Terrible experience. The food was salty and poor.
user_109,Restaurant_J,3,"The atmosphere was nice, but the food was mild and excellent."
user_164,Restaurant_H,5,This place was amazing! The food was mild and average.
user_191,Restaurant_H,1,Highly recommend this place! The food was bitter and the service was poor.
user_177,Restaurant_H,3,Not coming back here. The food was mild and the place was average.
user_65,Restaurant_F,2,Terrible experience. The food was bitter and excellent.
user_57,Restaurant_H,3,"The food was mild, but the terrible ambiance made up for it."
user_130,Restaurant_D,5,"The atmosphere was nice, but the food was bland and terrible."
user_175,Restaurant_B,1,"The food was mild, but the poor ambiance made up for it."
user_133,Restaurant_I,3,The food here is bitter and terrible. Loved it!
user_61,Restaurant_I,2,Not coming back here. The food was mild and the place was average.
user_135,Restaurant_G,1,Terrible experience. The food was spicy and great.
user_141,Restaurant_D,3,"The food was salty, but the terrible ambiance made up for it."
user_42,Restaurant_H,3,This place was amazing! The food was bland and excellent.
user_103,Restaurant_D,4,"The food was salty, but the great ambiance made up for it."
user_83,Restaurant_A,3,Terrible experience. The food was bland and poor.
user_22,Restaurant_I,1,Not coming back here. The food was spicy and the place was great.
user_166,Restaurant_I,4,Highly recommend this place! The food was spicy and the service was average.
user_142,Restaurant_D,3,"The atmosphere was nice, but the food was mild and excellent."
user_159,Restaurant_E,5,I didn't like the food here. It was too bitter for my taste.
user_36,Restaurant_H,4,This place was amazing! The food was bitter and poor.
user_58,Restaurant_D,5,"The food was mild, but the great ambiance made up for it."
user_77,Restaurant_D,5,"The food was salty, but the excellent ambiance made up for it."
user_158,Restaurant_G,5,The food here is bitter and great. Loved it!
user_105,Restaurant_C,2,"The food was spicy, but the average ambiance made up for it."
user_191,Restaurant_G,4,"Decent place. The food was bland, but the great service could be better."
user_189,Restaurant_C,3,Highly recommend this place! The food was mild and the service was average.
user_57,Restaurant_A,4,Highly recommend this place! The food was spicy and the service was terrible.
user_67,Restaurant_E,2,I didn't like the food here. It was too salty for my taste.
user_191,Restaurant_G,4,Highly recommend this place! The food was spicy and the service was great.
user_126,Restaurant_C,3,This place was amazing! The food was salty and poor.
user_79,Restaurant_C,2,The food here is mild and excellent. Loved it!
user_151,Restaurant_G,4,Terrible experience. The food was bitter and excellent.
user_191,Restaurant_A,5,One of the best places I've been to! The food was mild and poor.
user_122,Restaurant_D,4,One of the best places I've been to! The food was bitter and average.
user_26,Restaurant_A,2,One of the best places I've been to! The food was bitter and average.
user_173,Restaurant_G,1,Not coming back here. The food was spicy and the place was terrible.
user_165,Restaurant_H,5,Not coming back here. The food was bland and the place was excellent.
user_16,Restaurant_H,5,The food here is spicy and great. Loved it!
user_107,Restaurant_H,2,I didn't like the food here. It was too bitter for my taste.
user_41,Restaurant_A,3,"The food was bitter, but the average ambiance made up for it."
user_24,Restaurant_B,3,The food here is salty and average. Loved it!
user_49,Restaurant_B,4,"The food was spicy, but the excellent ambiance made up for it."
user_129,Restaurant_C,3,One of the best places I've been to! The food was mild and excellent.
user_129,Restaurant_E,4,Terrible experience. The food was bland and terrible.
user_188,Restaurant_B,2,"The atmosphere was nice, but the food was spicy and poor."
user_42,Restaurant_C,3,"The food was mild, but the great ambiance made up for it."
user_76,Restaurant_G,4,"The atmosphere was nice, but the food was bland and poor."
user_130,Restaurant_A,5,Not coming back here. The food was salty and the place was average.
user_142,Restaurant_E,1,"Decent place. The food was bland, but the excellent service could be better."
user_33,Restaurant_B,1,I didn't like the food here. It was too spicy for my taste.
user_67,Restaurant_G,4,"The food was bland, but the great ambiance made up for it."
user_12,Restaurant_H,1,This place was amazing! The food was salty and average.
user_121,Restaurant_B,1,"Decent place. The food was bitter, but the average service could be better."
user_34,Restaurant_G,1,Terrible experience. The food was bitter and poor.
user_179,Restaurant_H,5,Terrible experience. The food was salty and terrible.
user_99,Restaurant_E,3,Not coming back here. The food was mild and the place was excellent.
user_76,Restaurant_D,4,This place was amazing! The food was spicy and excellent.
user_147,Restaurant_A,1,Highly recommend this place! The food was spicy and the service was great.
user_90,Restaurant_J,4,The food here is bitter and great. Loved it!
user_195,Restaurant_B,3,One of the best places I've been to! The food was salty and excellent.
user_81,Restaurant_C,2,Not coming back here. The food was bitter and the place was poor.
user_156,Restaurant_J,2,"Decent place. The food was spicy, but the great service could be better."
user_88,Restaurant_I,5,Terrible experience. The food was spicy and poor.
user_200,Restaurant_C,4,One of the best places I've been to! The food was salty and poor.
user_195,Restaurant_E,3,This place was amazing! The food was salty and great.
user_48,Restaurant_D,2,One of the best places I've been to! The food was bitter and excellent.
user_148,Restaurant_I,3,Highly recommend this place! The food was salty and the service was terrible.
user_107,Restaurant_I,3,Terrible experience. The food was mild and poor.
user_36,Restaurant_J,1,Highly recommend this place! The food was bitter and the service was great.
user_167,Restaurant_C,2,"The food was mild, but the poor ambiance made up for it."
user_79,Restaurant_C,4,One of the best places I've been to! The food was spicy and average.
user_159,Restaurant_C,2,Not coming back here. The food was mild and the place was average.
user_109,Restaurant_G,5,Highly recommend this place! The food was mild and the service was great.
user_90,Restaurant_B,3,One of the best places I've been to! The food was bland and great.
user_122,Restaurant_F,2,One of the best places I've been to! The food was salty and excellent.
user_120,Restaurant_J,3,Not coming back here. The food was bland and the place was poor.
user_78,Restaurant_E,5,"The food was salty, but the terrible ambiance made up for it."
user_153,Restaurant_B,2,"The atmosphere was nice, but the food was spicy and poor."
user_41,Restaurant_B,2,"Decent place. The food was bitter, but the average service could be better."
user_19,Restaurant_J,5,"The food was bland, but the average ambiance made up for it."
user_109,Restaurant_E,1,The food here is spicy and excellent. Loved it!
user_183,Restaurant_I,2,One of the best places I've been to! The food was bland and poor.
user_42,Restaurant_A,5,Terrible experience. The food was salty and average.
user_64,Restaurant_E,4,Not coming back here. The food was spicy and the place was poor.
user_71,Restaurant_H,3,"Decent place. The food was bland, but the terrible service could be better."
user_173,Restaurant_C,1,Not coming back here. The food was spicy and the place was average.
user_93,Restaurant_E,5,"The food was bitter, but the terrible ambiance made up for it."
user_101,Restaurant_H,5,The food here is salty and great. Loved it!
user_22,Restaurant_I,1,One of the best places I've been to! The food was spicy and average.
user_103,Restaurant_I,5,"The atmosphere was nice, but the food was salty and terrible."
user_58,Restaurant_C,3,I didn't like the food here. It was too bland for my taste.
user_28,Restaurant_E,5,Highly recommend this place! The food was mild and the service was terrible.
user_40,Restaurant_C,1,One of the best places I've been to! The food was bland and average.
user_169,Restaurant_C,2,I didn't like the food here. It was too mild for my taste.
user_37,Restaurant_C,3,"The atmosphere was nice, but the food was salty and average."
user_41,Restaurant_E,5,"Decent place. The food was spicy, but the average service could be better."
user_185,Restaurant_G,1,One of the best places I've been to! The food was salty and terrible.
user_92,Restaurant_J,1,I didn't like the food here. It was too salty for my taste.
user_10,Restaurant_G,2,This place was amazing! The food was salty and poor.
user_175,Restaurant_G,4,The food here is salty and poor. Loved it!
user_2,Restaurant_J,2,This place was amazing! The food was bland and poor.
user_47,Restaurant_B,2,"The atmosphere was nice, but the food was bitter and average."
user_34,Restaurant_F,3,Not coming back here. The food was spicy and the place was terrible.
user_39,Restaurant_J,5,Highly recommend this place! The food was mild and the service was average.
user_182,Restaurant_I,3,"The food was salty, but the poor ambiance made up for it."
user_162,Restaurant_E,4,"Decent place. The food was spicy, but the poor service could be better."
user_154,Restaurant_E,2,"The food was spicy, but the excellent ambiance made up for it."
user_95,Restaurant_E,3,One of the best places I've been to! The food was salty and terrible.
user_126,Restaurant_C,4,"The atmosphere was nice, but the food was salty and average."
user_12,Restaurant_D,5,The food here is spicy and average. Loved it!
user_71,Restaurant_H,1,"The food was mild, but the average ambiance made up for it."
user_34,Restaurant_C,5,"Decent place. The food was salty, but the terrible service could be better."
user_76,Restaurant_E,2,"The atmosphere was nice, but the food was spicy and terrible."
user_55,Restaurant_B,5,"Decent place. The food was spicy, but the excellent service could be better."
user_134,Restaurant_E,2,I didn't like the food here. It was too mild for my taste.
user_58,Restaurant_F,2,Not coming back here. The food was salty and the place was terrible.
user_30,Restaurant_A,1,This place was amazing! The food was salty and terrible.
user_46,Restaurant_A,2,The food here is bitter and average. Loved it!
user_15,Restaurant_J,4,Terrible experience. The food was bland and excellent.
user_196,Restaurant_J,2,This place was amazing! The food was mild and great.
user_14,Restaurant_E,5,Highly recommend this place! The food was spicy and the service was terrible.
user_35,Restaurant_H,1,"The atmosphere was nice, but the food was mild and poor."
user_59,Restaurant_H,4,This place was amazing! The food was bitter and average.
user_143,Restaurant_B,3,One of the best places I've been to! The food was salty and great.
user_65,Restaurant_B,1,One of the best places I've been to! The food was mild and great.
user_154,Restaurant_A,4,One of the best places I've been to! The food was bland and great.
user_120,Restaurant_B,2,Terrible experience. The food was bitter and great.
user_168,Restaurant_D,5,Not coming back here. The food was mild and the place was average.
user_137,Restaurant_D,5,One of the best places I've been to! The food was salty and excellent.
user_197,Restaurant_C,4,I didn't like the food here. It was too bitter for my taste.
user_32,Restaurant_J,1,The food here is salty and poor. Loved it!
user_68,Restaurant_B,1,This place was amazing! The food was mild and great.
user_27,Restaurant_A,3,"The food was spicy, but the great ambiance made up for it."
user_162,Restaurant_A,5,"The food was bitter, but the great ambiance made up for it."
user_195,Restaurant_A,3,"The food was mild, but the great ambiance made up for it."
user_20,Restaurant_B,3,"The atmosphere was nice, but the food was salty and terrible."
user_70,Restaurant_J,5,"The atmosphere was nice, but the food was bitter and great."
user_83,Restaurant_C,1,This place was amazing! The food was bitter and average.
user_145,Restaurant_D,1,I didn't like the food here. It was too mild for my taste.
user_98,Restaurant_D,1,This place was amazing! The food was salty and average.
user_74,Restaurant_B,5,"The food was bitter, but the excellent ambiance made up for it."
user_122,Restaurant_C,5,Terrible experience. The food was spicy and average.
user_89,Restaurant_B,5,"The food was spicy, but the terrible ambiance made up for it."
user_70,Restaurant_H,4,Highly recommend this place! The food was bitter and the service was terrible.
user_5,Restaurant_I,3,Not coming back here. The food was mild and the place was terrible.
user_95,Restaurant_B,5,"The food was bland, but the average ambiance made up for it."
user_60,Restaurant_C,2,"The food was spicy, but the excellent ambiance made up for it."
user_71,Restaurant_B,2,Highly recommend this place! The food was bland and the service was excellent.
user_22,Restaurant_I,2,"The food was bland, but the poor ambiance made up for it."
user_167,Restaurant_D,3,"The atmosphere was nice, but the food was bland and excellent."
user_29,Restaurant_J,2,Highly recommend this place! The food was bland and the service was average.
user_133,Restaurant_F,1,Not coming back here. The food was bland and the place was average.
user_26,Restaurant_I,4,The food here is mild and great. Loved it!
user_6,Restaurant_C,5,Highly recommend this place! The food was bland and the service was excellent.
user_5,Restaurant_H,1,Highly recommend this place! The food was bland and the service was average.
user_132,Restaurant_G,4,Highly recommend this place! The food was bland and the service was excellent.
user_152,Restaurant_H,3,"The atmosphere was nice, but the food was mild and average."
user_40,Restaurant_I,1,The food here is spicy and excellent. Loved it!
user_154,Restaurant_C,3,"The atmosphere was nice, but the food was mild and great."
user_171,Restaurant_I,1,"Decent place. The food was mild, but the great service could be better."
user_181,Restaurant_H,4,"Decent place. The food was mild, but the average service could be better."
user_107,Restaurant_A,4,I didn't like the food here. It was too bitter for my taste.
user_4,Restaurant_I,3,"The atmosphere was nice, but the food was salty and great."
user_60,Restaurant_B,5,"The atmosphere was nice, but the food was bitter and poor."
user_49,Restaurant_E,4,Highly recommend this place! The food was mild and the service was average.
user_165,Restaurant_J,2,"The atmosphere was nice, but the food was mild and great."
user_92,Restaurant_J,3,This place was amazing! The food was spicy and average.
user_33,Restaurant_A,5,The food here is spicy and terrible. Loved it!
user_37,Restaurant_E,1,Not coming back here. The food was mild and the place was excellent.
user_131,Restaurant_H,4,Not coming back here. The food was mild and the place was terrible.
user_76,Restaurant_G,2,I didn't like the food here. It was too spicy for my taste.
user_198,Restaurant_F,1,"The food was mild, but the excellent ambiance made up for it."
user_107,Restaurant_F,3,I didn't like the food here. It was too spicy for my taste.
user_143,Restaurant_J,5,This place was amazing! The food was salty and terrible.
user_34,Restaurant_J,2,Not coming back here. The food was mild and the place was great.
user_27,Restaurant_D,3,Not coming back here. The food was salty and the place was average.
user_196,Restaurant_J,2,"Decent place. The food was salty, but the average service could be better."
user_134,Restaurant_G,4,Terrible experience. The food was salty and excellent.
user_175,Restaurant_D,5,The food here is spicy and poor. Loved it!
user_125,Restaurant_B,5,"Decent place. The food was mild, but the terrible service could be better."
user_44,Restaurant_C,4,The food here is spicy and excellent. Loved it!
user_34,Restaurant_F,2,Highly recommend this place! The food was salty and the service was average.
user_150,Restaurant_B,3,Not coming back here. The food was bitter and the place was poor.
user_75,Restaurant_D,5,Highly recommend this place! The food was bland and the service was average.
user_160,Restaurant_A,1,"The atmosphere was nice, but the food was mild and terrible."
user_192,Restaurant_J,4,This place was amazing! The food was mild and terrible.
user_75,Restaurant_D,3,Highly recommend this place! The food was salty and the service was great.
user_96,Restaurant_A,3,Highly recommend this place! The food was mild and the service was great.
user_113,Restaurant_E,3,Terrible experience. The food was salty and average.
user_101,Restaurant_J,4,This place was amazing! The food was bitter and average.
user_131,Restaurant_D,5,"The food was bland, but the great ambiance made up for it."
user_185,Restaurant_I,1,One of the best places I've been to! The food was mild and terrible.
user_36,Restaurant_E,5,"The atmosphere was nice, but the food was bitter and great."
user_53,Restaurant_E,1,One of the best places I've been to! The food was bitter and poor.
user_170,Restaurant_A,4,Terrible experience. The food was bland and terrible.
user_27,Restaurant_B,3,This place was amazing! The food was bland and excellent.
user_30,Restaurant_F,3,Not coming back here. The food was bland and the place was excellent.
user_66,Restaurant_A,1,The food here is salty and terrible. Loved it!
user_196,Restaurant_C,5,"The food was mild, but the poor ambiance made up for it."
user_91,Restaurant_G,2,"The atmosphere was nice, but the food was mild and average."
user_1,Restaurant_D,3,Terrible experience. The food was mild and poor.
user_197,Restaurant_C,4,I didn't like the food here. It was too bitter for my taste.
user_115,Restaurant_J,1,The food here is bland and average. Loved it!
user_82,Restaurant_E,4,I didn't like the food here. It was too bitter for my taste.
user_91,Restaurant_J,1,Terrible experience. The food was salty and average.
user_38,Restaurant_F,4,Highly recommend this place! The food was bland and the service was poor.
user_164,Restaurant_C,2,I didn't like the food here. It was too salty for my taste.
user_186,Restaurant_I,1,The food here is spicy and average. Loved it!
user_172,Restaurant_A,5,"The atmosphere was nice, but the food was mild and poor."
user_89,Restaurant_E,2,"The atmosphere was nice, but the food was mild and excellent."
user_86,Restaurant_H,1,"The food was spicy, but the terrible ambiance made up for it."
user_16,Restaurant_A,2,One of the best places I've been to! The food was spicy and average.
user_56,Restaurant_A,3,I didn't like the food here. It was too spicy for my taste.
user_49,Restaurant_H,1,"The food was bitter, but the poor ambiance made up for it."
user_121,Restaurant_H,2,This place was amazing! The food was bland and poor.
user_110,Restaurant_F,2,One of the best places I've been to! The food was spicy and great.
user_123,Restaurant_G,3,Terrible experience. The food was spicy and excellent.
user_62,Restaurant_D,5,I didn't like the food here. It was too bland for my taste.
user_106,Restaurant_A,1,Not coming back here. The food was salty and the place was average.
user_180,Restaurant_E,3,One of the best places I've been to! The food was bland and terrible.
user_144,Restaurant_D,5,I didn't like the food here. It was too mild for my taste.
user_118,Restaurant_A,3,"The atmosphere was nice, but the food was spicy and terrible."
user_131,Restaurant_I,4,The food here is spicy and average. Loved it!
user_163,Restaurant_G,5,One of the best places I've been to! The food was salty and excellent.
user_157,Restaurant_C,2,"The atmosphere was nice, but the food was mild and poor."
user_22,Restaurant_C,3,"The atmosphere was nice, but the food was bitter and excellent."
user_58,Restaurant_E,2,"The food was mild, but the poor ambiance made up for it."
user_73,Restaurant_B,5,This place was amazing! The food was bitter and terrible.
user_131,Restaurant_F,2,Highly recommend this place! The food was bland and the service was terrible.
user_35,Restaurant_A,3,"The food was salty, but the terrible ambiance made up for it."
user_54,Restaurant_B,1,"The atmosphere was nice, but the food was salty and average."
user_191,Restaurant_J,3,One of the best places I've been to! The food was mild and great.
user_182,Restaurant_I,4,Not coming back here. The food was salty and the place was excellent.
user_33,Restaurant_F,1,Not coming back here. The food was mild and the place was poor.
user_48,Restaurant_A,2,Not coming back here. The food was bitter and the place was excellent.
user_132,Restaurant_A,2,I didn't like the food here. It was too mild for my taste.
user_69,Restaurant_H,5,"The food was mild, but the terrible ambiance made up for it."
user_74,Restaurant_A,5,Terrible experience. The food was salty and poor.
user_133,Restaurant_C,5,Terrible experience. The food was bland and poor.
user_1,Restaurant_F,4,One of the best places I've been to! The food was bitter and great.
user_144,Restaurant_I,3,Highly recommend this place! The food was salty and the service was average.
user_141,Restaurant_G,4,I didn't like the food here. It was too bitter for my taste.
user_23,Restaurant_I,3,One of the best places I've been to! The food was bitter and excellent.
user_57,Restaurant_G,3,"The atmosphere was nice, but the food was bitter and excellent."
user_197,Restaurant_H,4,One of the best places I've been to! The food was spicy and great.
user_2,Restaurant_B,2,One of the best places I've been to! The food was spicy and average.
user_195,Restaurant_D,1,The food here is bland and poor. Loved it!
user_23,Restaurant_B,3,The food here is mild and average. Loved it!
user_34,Restaurant_I,1,"Decent place. The food was bland, but the poor service could be better."
user_135,Restaurant_I,5,"The atmosphere was nice, but the food was bland and great."
user_145,Restaurant_E,1,One of the best places I've been to! The food was salty and great.
user_140,Restaurant_H,1,"The atmosphere was nice, but the food was spicy and great."
user_177,Restaurant_C,5,Terrible experience. The food was mild and average.
user_54,Restaurant_D,5,Highly recommend this place! The food was salty and the service was average.
user_153,Restaurant_F,2,"The atmosphere was nice, but the food was salty and average."
user_170,Restaurant_E,5,One of the best places I've been to! The food was bitter and average.
user_65,Restaurant_C,1,Terrible experience. The food was bland and terrible.
user_27,Restaurant_I,3,This place was amazing! The food was spicy and excellent.
user_87,Restaurant_C,1,This place was amazing! The food was spicy and great.
user_59,Restaurant_H,2,"The atmosphere was nice, but the food was bitter and excellent."
user_89,Restaurant_A,2,The food here is spicy and great. Loved it!
user_51,Restaurant_B,2,I didn't like the food here. It was too mild for my taste.
user_174,Restaurant_G,5,This place was amazing! The food was mild and excellent.
user_188,Restaurant_C,4,This place was amazing! The food was salty and poor.
user_145,Restaurant_F,4,Not coming back here. The food was spicy and the place was poor.
user_37,Restaurant_I,5,"The food was salty, but the excellent ambiance made up for it."
user_48,Restaurant_E,3,Highly recommend this place! The food was spicy and the service was terrible.
user_123,Restaurant_I,2,This place was amazing! The food was spicy and excellent.
user_131,Restaurant_B,1,"The atmosphere was nice, but the food was bitter and terrible."
user_195,Restaurant_J,4,Not coming back here. The food was salty and the place was excellent.
user_197,Restaurant_B,2,I didn't like the food here. It was too mild for my taste.
user_190,Restaurant_D,5,Not coming back here. The food was salty and the place was poor.
user_151,Restaurant_B,1,The food here is bland and great. Loved it!
user_171,Restaurant_A,5,Not coming back here. The food was mild and the place was terrible.
user_193,Restaurant_C,5,Not coming back here. The food was bland and the place was great.
user_180,Restaurant_C,2,"The atmosphere was nice, but the food was bitter and great."
user_16,Restaurant_G,2,One of the best places I've been to! The food was bitter and great.
user_25,Restaurant_I,5,I didn't like the food here. It was too bland for my taste.
user_93,Restaurant_J,4,The food here is mild and terrible. Loved it!
user_20,Restaurant_J,1,Highly recommend this place! The food was spicy and the service was great.
user_109,Restaurant_H,3,Not coming back here. The food was salty and the place was excellent.
user_2,Restaurant_I,1,The food here is bitter and poor. Loved it!
user_143,Restaurant_A,5,Not coming back here. The food was spicy and the place was poor.
user_79,Restaurant_D,1,"Decent place. The food was spicy, but the excellent service could be better."
user_103,Restaurant_C,3,I didn't like the food here. It was too mild for my taste.
user_87,Restaurant_H,3,"The food was mild, but the poor ambiance made up for it."
user_96,Restaurant_H,3,The food here is mild and great. Loved it!
user_138,Restaurant_G,5,"Decent place. The food was mild, but the poor service could be better."
user_99,Restaurant_D,4,"The atmosphere was nice, but the food was mild and poor."
user_120,Restaurant_J,5,One of the best places I've been to! The food was spicy and excellent.
user_22,Restaurant_E,1,"The atmosphere was nice, but the food was bitter and poor."
user_3,Restaurant_F,5,"The atmosphere was nice, but the food was bland and terrible."
user_171,Restaurant_D,5,The food here is bland and great. Loved it!
user_85,Restaurant_D,5,One of the best places I've been to! The food was bland and average.
user_39,Restaurant_C,5,I didn't like the food here. It was too bitter for my taste.
user_48,Restaurant_A,1,This place was amazing! The food was bitter and terrible.
user_115,Restaurant_C,2,One of the best places I've been to! The food was bitter and great.
user_86,Restaurant_A,2,One of the best places I've been to! The food was mild and average.
user_99,Restaurant_I,3,I didn't like the food here. It was too spicy for my taste.
user_134,Restaurant_E,4,Terrible experience. The food was bland and excellent.
user_198,Restaurant_A,3,"Decent place. The food was mild, but the excellent service could be better."
user_127,Restaurant_C,4,I didn't like the food here. It was too salty for my taste.
user_164,Restaurant_H,4,Not coming back here. The food was spicy and the place was average.
user_93,Restaurant_B,2,One of the best places I've been to! The food was bitter and great.
user_78,Restaurant_I,2,This place was amazing! The food was spicy and excellent.
user_197,Restaurant_A,5,"Decent place. The food was salty, but the great service could be better."
user_165,Restaurant_H,4,One of the best places I've been to! The food was mild and average.
user_162,Restaurant_J,5,This place was amazing! The food was bland and average.
user_24,Restaurant_J,4,The food here is bland and terrible. Loved it!
user_187,Restaurant_C,4,Highly recommend this place! The food was bitter and the service was terrible.
user_42,Restaurant_B,3,The food here is salty and terrible. Loved it!
user_191,Restaurant_I,1,Highly recommend this place! The food was salty and the service was terrible.
user_24,Restaurant_C,3,"The food was bitter, but the terrible ambiance made up for it."
user_13,Restaurant_G,4,"The atmosphere was nice, but the food was bland and great."
user_53,Restaurant_D,3,Terrible experience. The food was mild and excellent.
user_105,Restaurant_A,5,I didn't like the food here. It was too bitter for my taste.
user_175,Restaurant_F,1,I didn't like the food here. It was too salty for my taste.
user_166,Restaurant_C,1,Terrible experience. The food was bland and excellent.
user_156,Restaurant_G,5,The food here is salty and excellent. Loved it!
user_195,Restaurant_I,1,"The atmosphere was nice, but the food was bitter and average."
user_80,Restaurant_A,4,The food here is mild and excellent. Loved it!
user_127,Restaurant_E,4,"The atmosphere was nice, but the food was bland and excellent."
user_38,Restaurant_E,4,The food here is salty and poor. Loved it!
user_85,Restaurant_D,4,"The food was mild, but the poor ambiance made up for it."
user_12,Restaurant_D,3,Not coming back here. The food was spicy and the place was great.
user_2,Restaurant_D,3,I didn't like the food here. It was too bitter for my taste.
user_148,Restaurant_H,4,Not coming back here. The food was spicy and the place was poor.
user_180,Restaurant_F,4,One of the best places I've been to! The food was mild and average.
user_122,Restaurant_B,2,"The food was bland, but the average ambiance made up for it."
user_162,Restaurant_H,5,Not coming back here. The food was salty and the place was great.
user_101,Restaurant_H,2,Not coming back here. The food was salty and the place was poor.
user_59,Restaurant_G,1,The food here is bland and poor. Loved it!
user_99,Restaurant_G,2,"The food was bland, but the poor ambiance made up for it."
user_183,Restaurant_G,5,Highly recommend this place! The food was bland and the service was great.
user_124,Restaurant_B,4,One of the best places I've been to! The food was bitter and terrible.
user_76,Restaurant_E,2,Highly recommend this place! The food was spicy and the service was excellent.
user_66,Restaurant_C,3,This place was amazing! The food was mild and great.
user_44,Restaurant_G,2,This place was amazing! The food was salty and great.
user_162,Restaurant_A,3,I didn't like the food here. It was too bland for my taste.
user_123,Restaurant_I,4,I didn't like the food here. It was too spicy for my taste.
user_133,Restaurant_C,5,This place was amazing! The food was bland and average.
user_192,Restaurant_J,4,"The atmosphere was nice, but the food was bland and average."
user_102,Restaurant_J,1,The food here is spicy and average. Loved it!
user_173,Restaurant_G,2,I didn't like the food here. It was too mild for my taste.
user_132,Restaurant_A,5,Terrible experience. The food was bland and excellent.
user_114,Restaurant_F,2,"Decent place. The food was mild, but the poor service could be better."
user_127,Restaurant_H,2,"Decent place. The food was spicy, but the terrible service could be better."
user_49,Restaurant_F,3,Terrible experience. The food was spicy and terrible.
user_70,Restaurant_H,2,Not coming back here. The food was mild and the place was average.
user_123,Restaurant_C,3,"Decent place. The food was mild, but the terrible service could be better."
user_27,Restaurant_I,1,This place was amazing! The food was bland and excellent.
user_183,Restaurant_C,5,"The atmosphere was nice, but the food was bland and poor."
user_138,Restaurant_D,1,"The atmosphere was nice, but the food was bland and great."
user_4,Restaurant_A,1,The food here is bland and terrible. Loved it!
user_153,Restaurant_I,4,One of the best places I've been to! The food was mild and average.
user_53,Restaurant_I,2,One of the best places I've been to! The food was bland and poor.
user_65,Restaurant_A,2,"Decent place. The food was salty, but the average service could be better."
user_131,Restaurant_B,5,This place was amazing! The food was mild and poor.
user_181,Restaurant_D,4,Highly recommend this place! The food was bland and the service was average.
user_176,Restaurant_D,2,One of the best places I've been to! The food was mild and poor.
user_114,Restaurant_B,3,One of the best places I've been to! The food was bland and poor.
user_171,Restaurant_E,1,"The food was mild, but the excellent ambiance made up for it."
user_199,Restaurant_D,2,Terrible experience. The food was salty and average.
user_146,Restaurant_B,2,One of the best places I've been to! The food was bitter and poor.
user_129,Restaurant_J,3,"The food was spicy, but the excellent ambiance made up for it."
user_124,Restaurant_C,4,I didn't like the food here. It was too mild for my taste.
user_88,Restaurant_D,4,This place was amazing! The food was salty and terrible.
user_80,Restaurant_D,3,"Decent place. The food was spicy, but the average service could be better."
user_105,Restaurant_A,3,One of the best places I've been to! The food was spicy and terrible.
user_66,Restaurant_J,4,"The food was spicy, but the poor ambiance made up for it."
user_73,Restaurant_E,2,"The atmosphere was nice, but the food was bland and poor."
user_120,Restaurant_G,4,"The food was spicy, but the great ambiance made up for it."
user_189,Restaurant_B,5,One of the best places I've been to! The food was mild and terrible.
user_71,Restaurant_I,4,"The atmosphere was nice, but the food was bland and poor."
